evidence_id,domain,analysis,population,N,events,estimand,effect_type,estimate,lower95,upper95,p_value,secondary_statistic,secondary_value,source_status,source_file,source_row_or_key,script_origin,new_or_original,phase_origin,candidate_manuscript_location,interpretive_role,notes
P2A_SHIFT_INSPIRE_I2_I3_AFTER,analytic-context landscape,INSPIRE I2 -> I3 after,declared final context,1353,27,INSPIRE declared outcome context,HR,0.928498765858282,0.672393948065706,1.2821500857948,NA,effect_before,9.0455421267804603e-01,LOCKED_RESULT_VERIFIED,controlled_final_lineage/results/final_v5_INSPIRE/30d_primary_results_v5.csv,specification=INSPIRE I3,local_extension_workspace/scripts/phase2a/04_model_specification_shift.R,new_extension,Phase 2A,Supplement; analytic-context movement,After-context coefficient,Locked specification movement; not a causal attenuation or confounding estimate. Before-context CI and movement are in the paired registry row.
P2A_SHIFT_INSPIRE_I2_I3_BEFORE,analytic-context landscape,INSPIRE I2 -> I3 before,declared final context,1353,27,INSPIRE declared outcome context,HR,0.904554212678046,0.652561595227856,1.25385607988147,NA,effect_after,9.2849876585828195e-01,LOCKED_RESULT_VERIFIED,controlled_final_lineage/results/final_v5_INSPIRE/30d_primary_results_v5.csv,specification=INSPIRE I2,local_extension_workspace/scripts/phase2a/04_model_specification_shift.R,new_extension,Phase 2A,Supplement; analytic-context movement,Before-context coefficient,Locked specification movement; not a causal attenuation or confounding estimate. After-context CI and movement are in the paired registry row.
P2A_SHIFT_INSPIRE_I2_I3_DELTA_LOG,analytic-context landscape,INSPIRE I2 -> I3 coefficient movement,declared final context,1353,27,INSPIRE declared outcome context,HR log movement,0.0261268119489033,NA,NA,NA,null_crossing,FALSE,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2a_specification_shift.csv,database=INSPIRE; comparison=I2 -> I3,local_extension_workspace/scripts/phase2a/04_model_specification_shift.R,new_extension,Phase 2A,Supplement; analytic-context movement,Coefficient movement diagnostic,Locked specification movement; not a causal attenuation or confounding estimate. The null-crossing flag is a descriptive interval property.
P2A_SHIFT_MIMIC_IV_Model_B_Model_C_AFTER,analytic-context landscape,MIMIC-IV Model B -> Model C after,declared final context,10561,296,MIMIC-IV declared outcome context,HR,1.02857335963722,0.967085280657172,1.09397090134231,NA,effect_before,9.7938060260327398e-01,LOCKED_RESULT_VERIFIED,locked_analysis_record/results/mice_pooled_models.csv,specification=MIMIC Model C,local_extension_workspace/scripts/phase2a/04_model_specification_shift.R,new_extension,Phase 2A,Supplement; analytic-context movement,After-context coefficient,Locked specification movement; not a causal attenuation or confounding estimate. Before-context CI and movement are in the paired registry row.
P2A_SHIFT_MIMIC_IV_Model_B_Model_C_BEFORE,analytic-context landscape,MIMIC-IV Model B -> Model C before,declared final context,10561,296,MIMIC-IV declared outcome context,HR,0.979380602603274,0.922463143248402,1.03980996072952,NA,effect_after,1.02857335963722e+00,LOCKED_RESULT_VERIFIED,locked_analysis_record/results/mice_pooled_models.csv,specification=MIMIC Model B,local_extension_workspace/scripts/phase2a/04_model_specification_shift.R,new_extension,Phase 2A,Supplement; analytic-context movement,Before-context coefficient,Locked specification movement; not a causal attenuation or confounding estimate. After-context CI and movement are in the paired registry row.
P2A_SHIFT_MIMIC_IV_Model_B_Model_C_DELTA_LOG,analytic-context landscape,MIMIC-IV Model B -> Model C coefficient movement,declared final context,10561,296,MIMIC-IV declared outcome context,HR log movement,0.0490076996877712,NA,NA,NA,null_crossing,TRUE,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2a_specification_shift.csv,database=MIMIC-IV; comparison=Model B -> Model C,local_extension_workspace/scripts/phase2a/04_model_specification_shift.R,new_extension,Phase 2A,Supplement; analytic-context movement,Coefficient movement diagnostic,Locked specification movement; not a causal attenuation or confounding estimate. The null-crossing flag is a descriptive interval property.
P2B_COUNT_PRIMARY_DISTRIBUTION,sampling opportunity context,Source-specific measurement-count imbalance,452 paired patients in final MIMIC target,452,NA,descriptive source-count difference,median delta_count,2,-1,7,NA,IQR,4e+00,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_source_sampling_imbalance.csv,cohort_id=PRIMARY_FINAL_TARGET; variable=delta_count,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; sampling-process context,Measurement-count imbalance distribution,"lower95/upper95 fields are q5/q95, not confidence limits."
P2B_COUNT_PRIMARY_GV_CORRELATION,sampling opportunity context,Source-defined GV disagreement versus measurement-count imbalance,452 paired patients in final MIMIC target,452,NA,descriptive source-defined relationship,Pearson correlation,-0.0204349915034502,NA,NA,NA,Spearman_rho,5.5614619319924702e-02,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_source_sampling_imbalance.csv,cohort_id=PRIMARY_FINAL_TARGET; variable=delta_count,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; sampling-process context,Descriptive correlation only,Count imbalance alone did not account for observed source-defined GV disagreement; this does not rule out unmeasured sampling mechanisms.
P2B_COUNT_PRIMARY_MEAN,sampling opportunity context,Source-specific measurement-count imbalance,452 paired patients in final MIMIC target,452,NA,descriptive source-count difference,mean delta_count,2.22787610619469,NA,NA,NA,sd_delta_count,2.7575852900801401e+00,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_source_sampling_imbalance.csv,cohort_id=PRIMARY_FINAL_TARGET; variable=delta_count,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; sampling-process context,Measurement-count imbalance distribution,Count imbalance is descriptive; it is not a confounder or causal adjustment variable.
P2B_COUNT_SENSITIVITY_DISTRIBUTION,sampling opportunity context,Source-specific measurement-count imbalance,453 final source-paired candidates,453,NA,descriptive source-count difference,median delta_count,2,-1,7,NA,IQR,4e+00,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_source_sampling_imbalance.csv,cohort_id=SENSITIVITY_ALL_PAIRED; variable=delta_count,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; sampling-process context,Measurement-count imbalance distribution,"lower95/upper95 fields are q5/q95, not confidence limits."
P2B_COUNT_SENSITIVITY_GV_CORRELATION,sampling opportunity context,Source-defined GV disagreement versus measurement-count imbalance,453 final source-paired candidates,453,NA,descriptive source-defined relationship,Pearson correlation,-0.0222015488887125,NA,NA,NA,Spearman_rho,5.2026135067665902e-02,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_source_sampling_imbalance.csv,cohort_id=SENSITIVITY_ALL_PAIRED; variable=delta_count,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; sampling-process context,Descriptive correlation only,Count imbalance alone did not account for observed source-defined GV disagreement; this does not rule out unmeasured sampling mechanisms.
P2B_COUNT_SENSITIVITY_MEAN,sampling opportunity context,Source-specific measurement-count imbalance,453 final source-paired candidates,453,NA,descriptive source-count difference,mean delta_count,2.22295805739514,NA,NA,NA,sd_delta_count,2.7565213248963998e+00,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_source_sampling_imbalance.csv,cohort_id=SENSITIVITY_ALL_PAIRED; variable=delta_count,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; sampling-process context,Measurement-count imbalance distribution,Count imbalance is descriptive; it is not a confounder or causal adjustment variable.
P2B_LOG_PRIMARY_GEOMETRIC_MEAN_RATIO,same-patient source dependence,Multiplicative-scale agreement,452 paired patients in final MIMIC target,447,NA,multiplicative-scale source-defined agreement,geometric mean ratio,1.03077855486175,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=PRIMARY_FINAL_TARGET,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Results; Figure 2,Multiplicative-scale sensitivity,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_PRIMARY_LOG_LOA_LOWER,same-patient source dependence,Multiplicative-scale agreement,452 paired patients in final MIMIC target,447,NA,multiplicative-scale source-defined agreement,lower 95% limit on log scale,-2.24402349721965,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=PRIMARY_FINAL_TARGET,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Results; Figure 2,Multiplicative-scale sensitivity,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_PRIMARY_LOG_LOA_UPPER,same-patient source dependence,Multiplicative-scale agreement,452 paired patients in final MIMIC target,447,NA,multiplicative-scale source-defined agreement,upper 95% limit on log scale,2.30465228765127,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=PRIMARY_FINAL_TARGET,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Results; Figure 2,Multiplicative-scale sensitivity,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_PRIMARY_MEAN_LOG_RATIO,same-patient source dependence,Multiplicative-scale agreement,452 paired patients in final MIMIC target,447,NA,multiplicative-scale source-defined agreement,mean log ratio,0.0303143952158108,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=PRIMARY_FINAL_TARGET,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Results; Figure 2,Multiplicative-scale sensitivity,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_PRIMARY_MEDIAN_LOG_RATIO,same-patient source dependence,Multiplicative-scale agreement,452 paired patients in final MIMIC target,447,NA,multiplicative-scale source-defined agreement,median log ratio,-0.0011579016692882,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=PRIMARY_FINAL_TARGET,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Results; Figure 2,Multiplicative-scale sensitivity,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_PRIMARY_PAIR_MEAN_PEARSON,same-patient source dependence,Multiplicative-scale agreement,452 paired patients in final MIMIC target,447,NA,multiplicative-scale source-defined agreement,log-ratio versus log-pair-mean Pearson correlation,-0.319783329258018,NA,NA,NA,Spearman_rho,-3.3244897198283402e-01,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=PRIMARY_FINAL_TARGET,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Results; Figure 2,Multiplicative-scale sensitivity,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_PRIMARY_RATIO_LOA_LOWER,same-patient source dependence,Multiplicative-scale agreement,452 paired patients in final MIMIC target,447,NA,multiplicative-scale source-defined agreement,lower exponentiated 95% limit,0.106031029431689,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=PRIMARY_FINAL_TARGET,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Results; Figure 2,Multiplicative-scale sensitivity,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_PRIMARY_RATIO_LOA_UPPER,same-patient source dependence,Multiplicative-scale agreement,452 paired patients in final MIMIC target,447,NA,multiplicative-scale source-defined agreement,upper exponentiated 95% limit,10.0206933277715,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=PRIMARY_FINAL_TARGET,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Results; Figure 2,Multiplicative-scale sensitivity,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_PRIMARY_VALID_N,same-patient source dependence,Multiplicative-scale agreement valid-pair count,452 paired patients in final MIMIC target,447,NA,multiplicative-scale source-defined agreement,valid positive pairs,447,NA,NA,NA,positive_pairs_excluded,5e+00,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=PRIMARY_FINAL_TARGET,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Results; Figure 2,Multiplicative-scale sensitivity,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_SENSITIVITY_GEOMETRIC_MEAN_RATIO,same-patient source dependence,Multiplicative-scale agreement,453 final source-paired candidates,448,NA,multiplicative-scale source-defined agreement,geometric mean ratio,1.03257694083567,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=SENSITIVITY_ALL_PAIRED,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; multiplicative-scale sensitivity,Sensitivity agreement,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_SENSITIVITY_LOG_LOA_LOWER,same-patient source dependence,Multiplicative-scale agreement,453 final source-paired candidates,448,NA,multiplicative-scale source-defined agreement,lower 95% limit on log scale,-2.24088559677312,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=SENSITIVITY_ALL_PAIRED,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; multiplicative-scale sensitivity,Sensitivity agreement,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_SENSITIVITY_LOG_LOA_UPPER,same-patient source dependence,Multiplicative-scale agreement,453 final source-paired candidates,448,NA,multiplicative-scale source-defined agreement,upper 95% limit on log scale,2.30500072086476,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=SENSITIVITY_ALL_PAIRED,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; multiplicative-scale sensitivity,Sensitivity agreement,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_SENSITIVITY_MEAN_LOG_RATIO,same-patient source dependence,Multiplicative-scale agreement,453 final source-paired candidates,448,NA,multiplicative-scale source-defined agreement,mean log ratio,0.0320575620458199,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=SENSITIVITY_ALL_PAIRED,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; multiplicative-scale sensitivity,Sensitivity agreement,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_SENSITIVITY_MEDIAN_LOG_RATIO,same-patient source dependence,Multiplicative-scale agreement,453 final source-paired candidates,448,NA,multiplicative-scale source-defined agreement,median log ratio,-0.000578950834644099,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=SENSITIVITY_ALL_PAIRED,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; multiplicative-scale sensitivity,Sensitivity agreement,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_SENSITIVITY_PAIR_MEAN_PEARSON,same-patient source dependence,Multiplicative-scale agreement,453 final source-paired candidates,448,NA,multiplicative-scale source-defined agreement,log-ratio versus log-pair-mean Pearson correlation,-0.318715847608839,NA,NA,NA,Spearman_rho,-3.3093370981360198e-01,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=SENSITIVITY_ALL_PAIRED,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; multiplicative-scale sensitivity,Sensitivity agreement,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_SENSITIVITY_RATIO_LOA_LOWER,same-patient source dependence,Multiplicative-scale agreement,453 final source-paired candidates,448,NA,multiplicative-scale source-defined agreement,lower exponentiated 95% limit,0.106364266805708,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=SENSITIVITY_ALL_PAIRED,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; multiplicative-scale sensitivity,Sensitivity agreement,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_SENSITIVITY_RATIO_LOA_UPPER,same-patient source dependence,Multiplicative-scale agreement,453 final source-paired candidates,448,NA,multiplicative-scale source-defined agreement,upper exponentiated 95% limit,10.0241854785044,NA,NA,NA,NA,NA,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=SENSITIVITY_ALL_PAIRED,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; multiplicative-scale sensitivity,Sensitivity agreement,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_LOG_SENSITIVITY_VALID_N,same-patient source dependence,Multiplicative-scale agreement valid-pair count,453 final source-paired candidates,448,NA,multiplicative-scale source-defined agreement,valid positive pairs,448,NA,NA,NA,positive_pairs_excluded,5e+00,EXTENSION_RESULT_LOCKED,local_extension_workspace/outputs/machine_readable/phase2b_log_scale_agreement.csv,cohort_id=SENSITIVITY_ALL_PAIRED,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; multiplicative-scale sensitivity,Sensitivity agreement,Log-scale sensitivity does not replace the original-scale Bland-Altman analysis; neither source is a reference standard.
P2B_SPAN_PRIMARY_NOT_ESTIMABLE,sampling opportunity context,Source-specific measurement-span imbalance,452 paired patients in final MIMIC target,452,NA,declared source-span comparison,NOT_ESTIMABLE,NA,NA,NA,NA,unavailable_reason,Validated final same-patient source file provides n_src_poct and n_src_lab but no source-specific span fields; no undocumented span reconstruction performed.,NOT_ESTIMABLE,local_extension_workspace/outputs/machine_readable/phase2b_source_sampling_imbalance.csv,cohort_id=PRIMARY_FINAL_TARGET; variable=delta_span,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; declared non-estimable context,Boundary condition,Validated final same-patient source file has source counts but no source-specific span fields; no undocumented reconstruction performed.
P2B_SPAN_SENSITIVITY_NOT_ESTIMABLE,sampling opportunity context,Source-specific measurement-span imbalance,453 final source-paired candidates,453,NA,declared source-span comparison,NOT_ESTIMABLE,NA,NA,NA,NA,unavailable_reason,Validated final same-patient source file provides n_src_poct and n_src_lab but no source-specific span fields; no undocumented span reconstruction performed.,NOT_ESTIMABLE,local_extension_workspace/outputs/machine_readable/phase2b_source_sampling_imbalance.csv,cohort_id=SENSITIVITY_ALL_PAIRED; variable=delta_span,local_extension_workspace/scripts/phase2b/01_source_dependence_closure.R,new_extension,Phase 2B,Supplement; declared non-estimable context,Boundary condition,Validated final same-patient source file has source counts but no source-specific span fields; no undocumented reconstruction performed.
